Delay_from_due_date,Num_of_Delayed_Payment,Num_Credit_Inquiries,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Amount_invested_monthly,Monthly_Balance,Credit_Score,Credit_Mix,Payment_Behaviour,Age,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Monthly_Inhand_Salary,Changed_Credit_Limit,Outstanding_Debt,Total_EMI_per_month
14,19,5,35.08033049,299,No,73.93253934,383.5191644,Good,Standard,High_spent_Medium_value_payments,23,36822.29,8,7,6,4,3132.524167,5.79,125.25,95.80071292
14,19,5,28.3106512,300,No,114.4824364,352.9692673,Good,Standard,High_spent_Medium_value_payments,23,36822.29,8,7,6,4,3132.524167,5.79,125.25,95.80071292
16,18,5,39.64980173,301,No,38.11405466,429.3376491,Good,Standard,High_spent_Medium_value_payments,23,36822.29,8,7,6,4,3132.524167,5.79,125.25,95.80071292
14,20,5,34.63833719,302,No,41.52981324,425.9218905,Good,Standard,High_spent_Medium_value_payments,23,36822.29,8,7,6,4,3132.524167,5.79,125.25,95.80071292
15,19,5,39.05658586,303,No,251.9834114,245.4682923,Good,Standard,High_spent_Medium_value_payments,23,36822.29,8,7,6,4,3132.524167,5.79,125.25,95.80071292
25,19,1,38.73267646,211,Yes,107.0656525,829.6035975,Standard,Standard,High_spent_Large_value_payments,25,80108.31,5,3,17,0,6866.6925,14.22,997.28,0
28,19,1,26.17314465,212,Yes,52.18981024,874.4794398,Standard,Standard,High_spent_Large_value_payments,25,80108.31,5,3,17,0,6866.6925,14.22,997.28,0
25,16,1,26.72857312,213,Yes,549.0992911,407.5699589,Standard,Standard,High_spent_Large_value_payments,25,80108.31,5,3,17,0,6866.6925,14.22,997.28,0
20,21,1,39.91463675,214,Yes,123.1885231,803.4807269,Standard,Standard,High_spent_Large_value_payments,25,80108.31,5,3,17,0,6866.6925,14.22,997.28,0
25,19,1,32.94802192,215,Yes,341.3768772,625.2923728,Standard,Standard,High_spent_Large_value_payments,25,80108.31,5,3,17,0,6866.6925,14.22,997.28,0
25,19,1,32.40424137,216,Yes,228.0964591,708.5727909,Standard,Standard,High_spent_Large_value_payments,25,80108.31,5,3,17,0,6866.6925,14.22,997.28,0
25,19,4,39.36288149,217,Yes,127.2650164,799.4042336,Standard,Standard,High_spent_Large_value_payments,25,80108.31,5,3,17,0,6866.6925,14.22,997.28,0
25,19,4,28.12327833,218,Yes,127.886289,808.782961,Standard,Standard,High_spent_Large_value_payments,25,80108.31,5,3,17,0,6866.6925,14.22,997.28,0
49,18,11,37.2171993,152,Yes,405.1493636,177.7603539,Standard,Bad,Low_spent_Medium_value_payments,20,69977.6,10,7,20,9,5978.466667,6.81,3042.36,485.750431
49,18,11,30.46783632,153,Yes,470.8372043,177.7603539,Poor,Bad,Low_spent_Medium_value_payments,20,69977.6,10,7,20,9,5978.466667,6.81,3042.36,485.750431
49,18,11,35.60710564,154,Yes,177.9055932,214.1906424,Standard,Bad,Low_spent_Medium_value_payments,20,69977.6,10,7,20,9,5978.466667,6.81,3042.36,485.750431
49,18,11,23.84176883,154,Yes,250.7661703,141.3300654,Poor,Bad,Low_spent_Medium_value_payments,20,69977.6,10,7,20,9,5978.466667,6.81,3042.36,485.750431
49,18,11,26.20467951,156,Yes,122.7310698,229.3651659,Poor,Bad,Low_spent_Medium_value_payments,20,69977.6,10,7,20,9,5978.466667,6.81,3042.36,485.750431
54,20,11,28.13069484,156,NM,332.2100424,59.88619327,Poor,Bad,Low_spent_Medium_value_payments,20,69977.6,10,7,20,9,5978.466667,6.81,3042.36,485.750431
49,19,11,30.35127201,158,Yes,545.6759427,177.7603539,Standard,Bad,Low_spent_Medium_value_payments,20,69977.6,10,7,20,9,5978.466667,6.81,3042.36,485.750431
49,18,11,36.25111095,158,NM,510.0147632,177.7603539,Standard,Bad,Low_spent_Medium_value_payments,20,69977.6,10,7,20,9,5978.466667,6.81,3042.36,485.750431
27,17,9,34.70500518,121,Yes,88.07126674,515.0833063,Poor,Bad,Low_spent_Medium_value_payments,16,78988.48,9,5,29,7,6449.373333,15.27,1746.9,291.7827603
27,17,9,35.1549357,122,Yes,419.575712,193.578861,Poor,Bad,Low_spent_Medium_value_payments,16,78988.48,9,5,29,7,6449.373333,15.27,1746.9,291.7827603
27,17,9,28.38967163,123,Yes,295.6050491,327.5495239,Poor,Bad,Low_spent_Medium_value_payments,16,78988.48,9,5,29,7,6449.373333,15.27,1746.9,291.7827603
27,17,9,39.64707758,124,Yes,178.1531521,455.0014209,Standard,Bad,Low_spent_Medium_value_payments,16,78988.48,9,5,29,7,6449.373333,15.27,1746.9,291.7827603
27,17,9,37.47919344,125,Yes,295.6050491,75.19634822,Poor,Bad,Low_spent_Medium_value_payments,16,78988.48,9,5,29,7,6449.373333,15.27,1746.9,291.7827603
27,15,9,32.4955483,126,Yes,399.2485836,233.9059894,Poor,Bad,Low_spent_Medium_value_payments,16,78988.48,9,5,29,7,6449.373333,15.27,1746.9,291.7827603
22,17,9,38.1635711,127,NM,456.3694645,176.7851085,Poor,Bad,Low_spent_Medium_value_payments,16,78988.48,9,5,29,7,6449.373333,15.27,1746.9,291.7827603
27,17,9,28.95543808,128,Yes,162.0816014,431.0729716,Poor,Bad,Low_spent_Medium_value_payments,16,78988.48,9,5,29,7,6449.373333,15.27,1746.9,291.7827603
62,21,8,37.70526076,229,Yes,425.1038222,127.8024469,Poor,Bad,High_spent_Large_value_payments,45,41746.76,8,5,31,3,3651.896667,9.81,1936.79,102.2833975
62,22,8,30.0899524,230,Yes,31.56000966,471.3462595,Standard,Bad,High_spent_Large_value_payments,45,41746.76,8,5,31,3,3651.896667,9.81,1936.79,102.2833975
62,20,8,24.03858303,231,Yes,150.747271,362.1589981,Standard,Bad,High_spent_Large_value_payments,45,41746.76,8,5,31,3,3651.896667,9.81,1936.79,102.2833975
62,21,11,37.58178658,232,Yes,134.42247,398.4837991,Poor,Bad,High_spent_Large_value_payments,45,41746.76,8,5,31,3,3651.896667,9.81,1936.79,102.2833975
62,18,11,30.25268542,233,Yes,42.79187097,460.1143982,Standard,Bad,High_spent_Large_value_payments,45,41746.76,8,5,31,3,3651.896667,9.81,1936.79,102.2833975
67,21,11,32.15961047,234,Yes,199.1276057,323.7786634,Poor,Bad,High_spent_Large_value_payments,45,41746.76,8,5,31,3,3651.896667,9.81,1936.79,102.2833975
59,23,11,23.1789381,235,Yes,143.6062003,409.3000689,Poor,Bad,High_spent_Large_value_payments,45,41746.76,8,5,31,3,3651.896667,9.81,1936.79,102.2833975
62,21,11,32.94553479,235,Yes,85.99686894,416.9094002,Poor,Bad,High_spent_Large_value_payments,45,41746.76,8,5,31,3,3651.896667,9.81,1936.79,102.2833975
54,21,12,38.16554553,122,NM,69.78240333,287.7126585,Standard,Bad,Low_spent_Small_value_payments,22,19981.6,10,8,20,7,1459.133333,23.58,4834.59,78.41827155
54,21,12,29.04463822,123,Yes,35.92166782,291.573394,Poor,Bad,Low_spent_Small_value_payments,22,19981.6,10,8,20,7,1459.133333,23.58,4834.59,78.41827155
54,21,12,26.7842801,123,Yes,69.62560358,236.9991171,Poor,Bad,Low_spent_Small_value_payments,22,19981.6,10,8,20,7,1459.133333,23.58,4834.59,78.41827155
54,21,12,35.05013881,125,Yes,69.46880384,278.0262579,Poor,Bad,Low_spent_Small_value_payments,22,19981.6,10,8,20,7,1459.133333,23.58,4834.59,78.41827155
54,21,12,34.31347599,126,Yes,69.62560358,239.4320793,Poor,Bad,Low_spent_Small_value_payments,22,19981.6,10,8,20,7,1459.133333,23.58,4834.59,78.41827155
54,19,12,38.9777452,127,NM,42.4353362,285.0597256,Standard,Bad,Low_spent_Small_value_payments,22,19981.6,10,8,20,7,1459.133333,23.58,4834.59,78.41827155
54,23,12,32.41892514,128,Yes,130.8351969,206.6598648,Poor,Bad,Low_spent_Small_value_payments,22,19981.6,10,8,20,7,1459.133333,23.58,4834.59,78.41827155
54,21,12,30.8132951,129,Yes,171.6398273,185.8552345,Poor,Bad,Low_spent_Small_value_payments,22,19981.6,10,8,20,7,1459.133333,23.58,4834.59,78.41827155
20,20,2,34.50073214,373,Yes,77.2660256,541.5985112,Standard,Standard,High_spent_Medium_value_payments,19,73737.36,7,3,18,4,5936.78,13.92,1219.39,214.8134632
20,20,2,35.72613069,374,Yes,113.162405,515.7021318,Standard,Standard,High_spent_Medium_value_payments,19,73737.36,7,3,18,4,5936.78,13.92,1219.39,214.8134632
20,17,2,37.97265478,375,Yes,321.1426678,337.721869,Standard,Standard,High_spent_Medium_value_payments,19,73737.36,7,3,18,4,5936.78,13.92,1219.39,214.8134632
20,17,2,34.81301084,376,Yes,153.8744615,474.9900753,Standard,Standard,High_spent_Medium_value_payments,19,73737.36,7,3,18,4,5936.78,13.92,1219.39,214.8134632
15,20,2,33.0159281,377,Yes,424.0584112,244.8061256,Standard,Standard,High_spent_Medium_value_payments,19,73737.36,7,3,18,4,5936.78,13.92,1219.39,214.8134632
20,20,2,26.38962385,378,Yes,188.5743324,440.2902044,Standard,Standard,High_spent_Medium_value_payments,19,73737.36,7,3,18,4,5936.78,13.92,1219.39,214.8134632
20,20,2,26.72895815,379,Yes,245.0679747,413.7965621,Standard,Standard,High_spent_Medium_value_payments,19,73737.36,7,3,18,4,5936.78,13.92,1219.39,214.8134632
20,17,2,37.84472129,380,Yes,428.4559993,220.4085375,Standard,Standard,High_spent_Medium_value_payments,19,73737.36,7,3,18,4,5936.78,13.92,1219.39,214.8134632
17,5,4,26.64350552,369,No,185.3272952,569.0421478,Good,Good,High_spent_Large_value_payments,34,88362.46,5,2,8,3,7255.538333,11.01,325.93,211.1843903
15,10,4,36.5905132,369,No,472.7754275,321.5940155,Good,Good,High_spent_Large_value_payments,34,88362.46,5,2,8,3,7255.538333,11.01,325.93,211.1843903
17,8,4,26.86579943,370,No,187.5698797,586.7995633,Standard,Good,High_spent_Large_value_payments,34,88362.46,5,2,8,3,7255.538333,11.01,325.93,211.1843903
15,8,4,31.5286769,371,No,283.3812328,480.9882102,Good,Good,High_spent_Large_value_payments,34,88362.46,5,2,8,3,7255.538333,11.01,325.93,211.1843903
15,8,6,30.30042098,372,NM,214.6101098,40.66430409,Good,Good,High_spent_Large_value_payments,34,88362.46,5,2,8,3,7255.538333,11.01,325.93,211.1843903
15,6,6,38.41963348,373,No,214.6101098,579.7593332,Good,Good,High_spent_Large_value_payments,34,88362.46,5,2,8,3,7255.538333,11.01,325.93,211.1843903
15,6,6,22.7838452,373,No,354.4591577,419.9102852,Good,Good,High_spent_Large_value_payments,34,88362.46,5,2,8,3,7255.538333,11.01,325.93,211.1843903
15,7,6,36.53896301,375,No,80.07134636,674.2980966,Good,Good,High_spent_Large_value_payments,34,88362.46,5,2,8,3,7255.538333,11.01,325.93,211.1843903
13,10,4,29.14953015,205,NM,227.6187415,1023.886258,Good,Good,High_spent_Medium_value_payments,45,118248.6,5,1,4,0,10115.05,3.69,191.09,0
13,10,4,34.34487102,206,No,338.7642171,942.7407829,Standard,Good,High_spent_Medium_value_payments,45,118248.6,5,1,4,0,10115.05,3.69,191.09,0
13,7,4,32.68206167,207,No,545.8997341,755.6052659,Good,Good,High_spent_Medium_value_payments,45,118248.6,5,1,4,0,10115.05,3.69,191.09,0
13,7,4,44.24642053,208,No,509.4292024,1142.147936,Good,Good,High_spent_Medium_value_payments,45,118248.6,5,1,4,0,10115.05,3.69,191.09,0
13,10,8,29.32435284,209,NM,670.5779061,600.9270939,Standard,Good,High_spent_Medium_value_payments,45,118248.6,5,1,4,0,10115.05,3.69,191.09,0
13,10,8,43.96183939,210,No,324.6255705,936.8794295,Good,Good,High_spent_Medium_value_payments,45,118248.6,5,1,4,0,10115.05,3.69,191.09,0
13,10,8,33.22380962,211,No,509.4292024,782.0757976,Good,Good,High_spent_Medium_value_payments,45,118248.6,5,1,4,0,10115.05,3.69,191.09,0
18,13,8,29.42716484,212,NM,614.4651135,687.0398865,Good,Good,High_spent_Medium_value_payments,45,118248.6,5,1,4,0,10115.05,3.69,191.09,0
18,10,7,36.35924552,158,Yes,80.01264638,469.5244602,Standard,Standard,High_spent_Medium_value_payments,26,60162.1,5,7,5,7,5197.508333,14.79,1037.45,220.2137267
18,10,7,33.18394227,159,Yes,153.4475402,396.0895664,Standard,Standard,High_spent_Medium_value_payments,26,60162.1,5,7,5,7,5197.508333,14.79,1037.45,220.2137267
18,10,7,30.91438852,160,Yes,184.5531485,364.9839581,Standard,Standard,High_spent_Medium_value_payments,26,60162.1,5,7,5,7,5197.508333,14.79,1037.45,220.2137267
18,12,9,27.6412103,161,Yes,356.3858247,213.1512819,Standard,Standard,High_spent_Medium_value_payments,26,60162.1,5,7,5,7,5197.508333,14.79,1037.45,220.2137267
17,10,9,32.16686073,162,Yes,96.8446731,452.6924335,Standard,Standard,High_spent_Medium_value_payments,26,60162.1,5,7,5,7,5197.508333,14.79,1037.45,220.2137267
18,11,9,28.73291735,162,Yes,450.5601781,118.9769286,Standard,Standard,High_spent_Medium_value_payments,26,60162.1,5,7,5,7,5197.508333,14.79,1037.45,220.2137267
18,13,9,25.52559354,164,Yes,184.5531485,451.8138963,Standard,Standard,High_spent_Medium_value_payments,26,60162.1,5,7,5,7,5197.508333,14.79,1037.45,220.2137267
18,10,9,32.07861888,165,Yes,231.7664674,347.7706392,Standard,Standard,High_spent_Medium_value_payments,26,60162.1,5,7,5,7,5197.508333,14.79,1037.45,220.2137267
50,9,6,33.59482507,62,NM,124.6322882,548.0256556,Standard,Standard,High_spent_Large_value_payments,18,75273.24,8,6,32,5,6552.77,12.8,2497.34,222.6190561
48,9,6,24.82967191,63,Yes,482.0882842,220.5696597,Poor,Standard,High_spent_Large_value_payments,18,75273.24,8,6,32,5,6552.77,12.8,2497.34,222.6190561
50,10,6,39.15098231,64,Yes,162.1888645,510.4690793,Standard,Standard,High_spent_Large_value_payments,18,75273.24,8,6,32,5,6552.77,12.8,2497.34,222.6190561
50,10,6,38.05213442,65,Yes,170.3151592,512.3427847,Poor,Standard,High_spent_Large_value_payments,18,75273.24,8,6,32,5,6552.77,12.8,2497.34,222.6190561
50,9,8,35.27464015,66,NM,141.1879102,541.4700337,Standard,Standard,High_spent_Large_value_payments,18,75273.24,8,6,32,5,6552.77,12.8,2497.34,222.6190561
50,9,8,37.90870332,67,Yes,76.68731089,595.970633,Poor,Standard,High_spent_Large_value_payments,18,75273.24,8,6,32,5,6552.77,12.8,2497.34,222.6190561
50,10,8,33.04396326,68,Yes,73.1795427,609.4784012,Poor,Standard,High_spent_Large_value_payments,18,75273.24,8,6,32,5,6552.77,12.8,2497.34,222.6190561
50,11,8,39.12441778,69,Yes,369.4917202,343.1662236,Standard,Standard,High_spent_Large_value_payments,18,75273.24,8,6,32,5,6552.77,12.8,2497.34,222.6190561
36,20,8,35.80248914,35,Yes,479.5857747,70.47299093,Standard,Bad,High_spent_Medium_value_payments,18,54820.89,8,7,28,6,4295.4075,18.42,4795.13,169.4819843
41,15,8,32.59131378,36,Yes,229.8721223,320.1866434,Standard,Bad,High_spent_Medium_value_payments,18,54820.89,8,7,28,6,4295.4075,18.42,4795.13,169.4819843
41,17,8,25.92375905,37,Yes,92.22239678,417.8363689,Standard,Bad,High_spent_Medium_value_payments,18,54820.89,8,7,28,6,4295.4075,18.42,4795.13,169.4819843
41,15,8,34.79256617,38,Yes,87.26667315,412.7920925,Standard,Bad,High_spent_Medium_value_payments,18,54820.89,8,7,28,6,4295.4075,18.42,4795.13,169.4819843
43,17,11,28.62435875,39,Yes,359.5541628,190.5046029,Standard,Bad,High_spent_Medium_value_payments,18,54820.89,8,7,28,6,4295.4075,18.42,4795.13,169.4819843
41,17,11,35.95384759,40,Yes,177.131669,260.3700816,Standard,Bad,High_spent_Medium_value_payments,18,54820.89,8,7,28,6,4295.4075,18.42,4795.13,169.4819843
41,17,11,35.95969334,41,NM,177.131669,332.9270967,Standard,Bad,High_spent_Medium_value_payments,18,54820.89,8,7,28,6,4295.4075,18.42,4795.13,169.4819843
41,17,11,28.20185655,42,Yes,118.8780759,391.1806898,Standard,Bad,High_spent_Medium_value_payments,18,54820.89,8,7,28,6,4295.4075,18.42,4795.13,169.4819843
57,23,11,37.340892,157,Yes,121.3798305,484.9722526,Poor,Bad,Low_spent_Small_value_payments,42,58674.66,8,5,15,4,4824.555,1.29,2425.38,116.1034169
57,23,11,25.16742497,158,Yes,262.7332958,393.6187872,Poor,Bad,Low_spent_Small_value_payments,42,58674.66,8,5,15,4,4824.555,1.29,2425.38,116.1034169
59,23,11,36.49072833,159,Yes,182.5464906,463.8055925,Poor,Bad,Low_spent_Small_value_payments,42,58674.66,8,5,15,4,4824.555,1.29,2425.38,116.1034169
57,23,11,24.82077382,160,Yes,69.22823275,537.1238503,Standard,Bad,Low_spent_Small_value_payments,42,58674.66,8,5,15,4,4824.555,1.29,2425.38,116.1034169
57,23,11,34.14221724,161,Yes,113.3959015,492.9561816,Standard,Bad,Low_spent_Small_value_payments,42,58674.66,8,5,15,4,4824.555,1.29,2425.38,116.1034169
57,25,11,34.99081327,162,Yes,628.7091521,27.64293096,Standard,Bad,Low_spent_Small_value_payments,42,58674.66,8,5,15,4,4824.555,1.29,2425.38,116.1034169
62,25,11,37.04101847,163,Yes,250.4828399,395.8692432,Poor,Bad,Low_spent_Small_value_payments,42,58674.66,8,5,15,4,4824.555,1.29,2425.38,116.1034169
55,23,11,33.80858373,164,NM,334.2691645,322.0829186,Poor,Bad,Low_spent_Small_value_payments,42,58674.66,8,5,15,4,4824.555,1.29,2425.38,116.1034169
19,20,4,26.97596095,291,No,138.7743088,407.2936282,Standard,Standard,High_spent_Medium_value_payments,30,30390.44,5,6,5,4,2721.536667,8.36,580.31,64.84803821
19,23,4,33.55567404,292,No,149.6134397,327.6921888,Standard,Standard,High_spent_Medium_value_payments,30,30390.44,5,6,5,4,2721.536667,8.36,580.31,64.84803821
19,18,4,35.832413,293,No,138.7743088,327.4436392,Standard,Standard,High_spent_Medium_value_payments,30,30390.44,5,6,5,4,2721.536667,8.36,580.31,64.84803821
19,17,4,34.53357345,294,No,60.91459665,396.3910318,Standard,Standard,High_spent_Medium_value_payments,30,30390.44,5,6,5,4,2721.536667,8.36,580.31,64.84803821
15,18,4,38.00156519,295,No,169.8763743,307.4292542,Standard,Standard,High_spent_Medium_value_payments,30,30390.44,5,6,5,4,2721.536667,8.36,580.31,64.84803821
16,20,4,31.07504071,296,No,225.9197881,271.3858404,Standard,Standard,High_spent_Medium_value_payments,30,30390.44,5,6,5,4,2721.536667,8.36,580.31,64.84803821
19,21,4,26.54289675,297,No,68.78610897,378.5195195,Standard,Standard,High_spent_Medium_value_payments,30,30390.44,5,6,5,4,2721.536667,8.36,580.31,64.84803821
19,20,4,22.96052767,297,No,127.935178,369.3704505,Standard,Standard,High_spent_Medium_value_payments,30,30390.44,5,6,5,4,2721.536667,8.36,580.31,64.84803821
21,20,9,26.63171974,196,Yes,39.83022939,401.9859972,Poor,Bad,High_spent_Medium_value_payments,42,45207.54,8,8,24,6,3507.295,9.78,2497.48,148.9132734
24,22,9,33.88856426,197,Yes,375.7330662,116.0831604,Poor,Bad,High_spent_Medium_value_payments,42,45207.54,8,8,24,6,3507.295,9.78,2497.48,148.9132734
26,21,9,24.30177052,198,Yes,131.096168,407.1341931,Poor,Bad,High_spent_Medium_value_payments,42,45207.54,8,8,24,6,3507.295,9.78,2497.48,148.9132734
21,20,9,29.57534481,199,Yes,131.096168,320.7200586,Poor,Bad,High_spent_Medium_value_payments,42,45207.54,8,8,24,6,3507.295,9.78,2497.48,148.9132734
25,20,9,28.94303915,200,Yes,119.0870984,362.7291282,Poor,Bad,High_spent_Medium_value_payments,42,45207.54,8,8,24,6,3507.295,9.78,2497.48,148.9132734
24,23,9,22.50520105,201,Yes,55.56367935,396.2525472,Poor,Bad,High_spent_Medium_value_payments,42,45207.54,8,8,24,6,3507.295,9.78,2497.48,148.9132734
22,20,9,28.69336879,202,Yes,154.8627585,306.953468,Poor,Bad,High_spent_Medium_value_payments,42,45207.54,8,8,24,6,3507.295,9.78,2497.48,148.9132734
24,20,13,25.09430322,203,Yes,331.9257292,159.8904974,Poor,Bad,High_spent_Medium_value_payments,42,45207.54,8,8,24,6,3507.295,9.78,2497.48,148.9132734
15,7,1,40.84068721,275,No,573.4115905,730.5558529,Standard,Good,High_spent_Large_value_payments,18,144546.72,0,3,7,2,11809.56,6.08,1045.11,136.9885566
15,7,1,36.33873578,276,No,320.8461742,1026.919211,Standard,Good,High_spent_Large_value_payments,18,144546.72,0,3,7,2,11809.56,6.08,1045.11,136.9885566
15,8,1,43.6110939,276,No,103.9012093,1180.066234,Standard,Good,High_spent_Large_value_payments,18,144546.72,0,3,7,2,11809.56,6.08,1045.11,136.9885566
15,8,1,31.33767968,278,No,205.4748681,1078.492575,Standard,Good,High_spent_Large_value_payments,18,144546.72,0,3,7,2,11809.56,6.08,1045.11,136.9885566
14,7,1,39.20382495,279,No,320.8461742,14.11872663,Good,Good,High_spent_Large_value_payments,18,144546.72,0,3,7,2,11809.56,6.08,1045.11,136.9885566
15,7,1,37.16404251,280,No,415.1834125,878.7840309,Good,Good,High_spent_Large_value_payments,18,144546.72,0,3,7,2,11809.56,6.08,1045.11,136.9885566
14,5,1,25.51813894,281,No,893.3631575,430.6042859,Good,Good,High_spent_Large_value_payments,18,144546.72,0,3,7,2,11809.56,6.08,1045.11,136.9885566
13,7,1,45.21691024,282,No,226.5089358,1057.458508,Good,Good,High_spent_Large_value_payments,18,144546.72,0,3,7,2,11809.56,6.08,1045.11,136.9885566
27,9,5,28.21235656,100,Yes,145.1083749,313.3565949,Standard,Standard,Low_spent_Small_value_payments,39,30346.35,5,4,14,7,2651.8625,18.8,523.56,96.72128021
29,9,5,30.28018466,101,Yes,332.4861616,125.9788082,Standard,Standard,Low_spent_Small_value_payments,39,30346.35,5,4,14,7,2651.8625,18.8,523.56,96.72128021
29,9,5,38.94962888,102,Yes,106.2992268,342.165743,Standard,Standard,Low_spent_Small_value_payments,39,30346.35,5,4,14,7,2651.8625,18.8,523.56,96.72128021
24,9,5,30.50811574,103,NM,98.62135851,319.8436113,Standard,Standard,Low_spent_Small_value_payments,39,30346.35,5,4,14,7,2651.8625,18.8,523.56,96.72128021
29,9,5,32.90975438,104,Yes,106.448575,322.0163948,Standard,Standard,Low_spent_Small_value_payments,39,30346.35,5,4,14,7,2651.8625,18.8,523.56,96.72128021
27,6,5,28.78678915,104,Yes,151.6096001,306.8553697,Standard,Standard,Low_spent_Small_value_payments,39,30346.35,5,4,14,7,2651.8625,18.8,523.56,96.72128021
26,9,5,40.39063355,106,Yes,99.6284738,348.836496,Standard,Standard,Low_spent_Small_value_payments,39,30346.35,5,4,14,7,2651.8625,18.8,523.56,96.72128021
29,6,5,26.31347756,107,Yes,29.04519318,389.4197766,Standard,Standard,Low_spent_Small_value_payments,39,30346.35,5,4,14,7,2651.8625,18.8,523.56,96.72128021
6,8,1,27.53134292,369,No,52.09642061,351.5610294,Standard,Good,Low_spent_Small_value_payments,47,18681.465,2,3,9,2,1584.78875,3.9,327.88,24.82142498
6,5,1,38.90124971,370,NM,140.6547558,283.0026942,Good,Good,Low_spent_Small_value_payments,47,18681.465,2,3,9,2,1584.78875,3.9,327.88,24.82142498
6,8,3,27.37775919,371,No,55.33162201,338.325828,Good,Good,Low_spent_Small_value_payments,47,18681.465,2,3,9,2,1584.78875,3.9,327.88,24.82142498
6,8,3,24.18879867,372,No,90.57533568,333.0821143,Standard,Good,Low_spent_Small_value_payments,47,18681.465,2,3,9,2,1584.78875,3.9,327.88,24.82142498
6,8,3,31.86689252,373,No,77.79346468,345.8639853,Good,Good,Low_spent_Small_value_payments,47,18681.465,2,3,9,2,1584.78875,3.9,327.88,24.82142498
6,8,3,30.12793418,374,No,131.1074314,272.5500187,Good,Good,Low_spent_Small_value_payments,47,18681.465,2,3,9,2,1584.78875,3.9,327.88,24.82142498
6,8,3,37.45520315,375,No,32.94987665,360.7075734,Good,Good,Low_spent_Small_value_payments,47,18681.465,2,3,9,2,1584.78875,3.9,327.88,24.82142498
6,6,3,39.53810864,376,No,77.79346468,209.5576971,Good,Good,Low_spent_Small_value_payments,47,18681.465,2,3,9,2,1584.78875,3.9,327.88,24.82142498
61,16,8,27.3346898,53,Yes,46.93417023,263.003361,Standard,Bad,Low_spent_Large_value_payments,42,9841.34,8,9,31,5,690.1116667,29.52,4984.82,36.67512792
65,15,8,33.4598029,54,NM,55.92433094,256.4117078,Standard,Bad,Low_spent_Large_value_payments,42,9841.34,8,9,31,5,690.1116667,29.52,4984.82,36.67512792
61,15,8,35.2517545,55,Yes,46.93417023,259.4705364,Standard,Bad,Low_spent_Large_value_payments,42,9841.34,8,9,31,5,690.1116667,29.52,4984.82,36.67512792
61,15,8,38.7684909,56,Yes,22.70173912,279.6342996,Standard,Bad,Low_spent_Large_value_payments,42,9841.34,8,9,31,5,690.1116667,29.52,4984.82,36.67512792
61,13,8,28.49691824,57,Yes,37.94400952,254.3920292,Standard,Bad,Low_spent_Large_value_payments,42,9841.34,8,9,31,5,690.1116667,29.52,4984.82,36.67512792
61,15,10,34.05642405,58,Yes,74.724782,247.6112567,Standard,Bad,Low_spent_Large_value_payments,42,9841.34,8,9,31,5,690.1116667,29.52,4984.82,36.67512792
61,15,10,37.68244007,59,Yes,57.48648105,254.8495577,Standard,Bad,Low_spent_Large_value_payments,42,9841.34,8,9,31,5,690.1116667,29.52,4984.82,36.67512792
61,15,10,37.82197103,60,Yes,20.40645221,271.9295865,Standard,Bad,Low_spent_Large_value_payments,42,9841.34,8,9,31,5,690.1116667,29.52,4984.82,36.67512792
1,7,1,31.87384175,392,No,390.5462005,488.132172,Good,Good,High_spent_Large_value_payments,35,72330.98,0,3,11,1,6300.581667,4.62,596.78,31.37979416
2,6,1,32.36779297,393,No,171.7435332,676.9348393,Good,Good,High_spent_Large_value_payments,35,72330.98,0,3,11,1,6300.581667,4.62,596.78,31.37979416
1,6,1,27.24102191,394,No,110.0671087,728.6112638,Good,Good,High_spent_Large_value_payments,35,72330.98,0,3,11,1,6300.581667,4.62,596.78,31.37979416
2,6,1,30.15846394,395,No,701.6599477,187.0184248,Good,Good,High_spent_Large_value_payments,35,72330.98,0,3,11,1,6300.581667,4.62,596.78,31.37979416
1,6,1,39.60218493,396,No,339.2289211,519.4494514,Good,Good,High_spent_Large_value_payments,35,72330.98,0,3,11,1,6300.581667,4.62,596.78,31.37979416
5,6,1,33.41197558,397,No,48.32875329,790.3496192,Good,Good,High_spent_Large_value_payments,35,72330.98,0,3,11,1,6300.581667,4.62,596.78,31.37979416
1,6,1,41.98152541,398,No,147.0251177,691.6532548,Standard,Good,High_spent_Large_value_payments,35,72330.98,0,3,11,1,6300.581667,4.62,596.78,31.37979416
1,6,1,24.83928335,399,No,301.2225183,567.4558542,Good,Good,High_spent_Large_value_payments,35,72330.98,0,3,11,1,6300.581667,4.62,596.78,31.37979416
36,17,10,39.78232874,146,Yes,410.1902491,75.61653778,Standard,Bad,Low_spent_Small_value_payments,16,43241.49,10,7,30,6,3580.4575,8.47,2174.16,162.2389631
36,19,10,32.62468106,147,Yes,72.47252535,383.3342616,Poor,Bad,Low_spent_Small_value_payments,16,43241.49,10,7,30,6,3580.4575,8.47,2174.16,162.2389631
36,17,10,37.35140673,147,Yes,230.3893891,255.4173978,Standard,Bad,Low_spent_Small_value_payments,16,43241.49,10,7,30,6,3580.4575,8.47,2174.16,162.2389631
33,17,10,24.40758995,149,Yes,179.3559234,286.4508636,Poor,Bad,Low_spent_Small_value_payments,16,43241.49,10,7,30,6,3580.4575,8.47,2174.16,162.2389631
